Commit SHA,Java File,Old function signature,New function signature
2470459f3c79d3ad557104a3fdcc54e53993922a,rxjava-core/src/perf/java/rx/usecases/UseCaseInput.java,"setup()","setup(BlackHole)"
3e58d902fb08fb87059d7a017b352885dd24f4ba,rxjava-core/src/main/java/rx/operators/OperatorMulticast.java,"connect()","connect(Action1)"
5604c180f173603a8385b130a2b5e5b60e00439c,rxjava-contrib/rxjava-async-util/src/main/java/rx/util/async/operators/Functionals.java,"fromRunnable(Runnable)","fromRunnable(Runnable, Inner)"
cbc1c6b58f2148f47f5e4a1cc8d2d060909dc75c,rxjava-core/src/main/java/rx/operators/OperatorTimeoutBase.java,"OperatorTimeoutBase(FirstTimeoutStub, TimeoutStub, Observable)","OperatorTimeoutBase(FirstTimeoutStub, TimeoutStub, Observable, Scheduler)"
10fa25558ec092fee9e824849697abddd3f1c51c,rxjava-contrib/rxjava-android-samples/samples/src/main/java/com/netflix/rxjava/android/samples/SampleObservables.java,"numberStrings()","numberStrings(int, int, long)"
731e0a024ec4747aea706f03b61bcd4bc71afe16,rxjava-core/src/main/java/rx/subjects/SubjectSubscriptionManager.java,"getOnSubscribeFunc(Action1, Action1)","getOnSubscribeFunc(Action1, Action1, Action1)"
4258d776b0bceabef67285a8c48ca527ddf61514,rxjava-contrib/rxjava-debug/src/main/java/rx/plugins/DebugNotification.java,"createSubscribe(Observer, OnSubscribe)","createSubscribe(Observer, Observable, OnSubscribe)"
dade7e12f304068c233abcf2decc562860067422,rxjava-core/src/main/java/rx/operators/BufferUntilSubscriber.java,"BufferUntilSubscriber(Subscriber)","BufferUntilSubscriber(int, Subscriber)"
dade7e12f304068c233abcf2decc562860067422,rxjava-core/src/main/java/rx/operators/BufferUntilSubscriber.java,"BufferUntilSubscriber(Subscriber)","BufferUntilSubscriber(int, Subscriber, CompositeSubscription)"
dade7e12f304068c233abcf2decc562860067422,rxjava-core/src/main/java/rx/operators/BufferUntilSubscriber.java,"BufferUntilSubscriber(Subscriber, CompositeSubscription)","BufferUntilSubscriber(int, Subscriber, CompositeSubscription)"
dc4ee52b8cd46eb48a7e7f60c09db2c87c428823,rxjava-core/src/main/java/rx/operators/OperatorSubscribeOn.java,"OperatorSubscribeOn(Scheduler)","OperatorSubscribeOn(Scheduler, boolean)"
d5e5df402bf4d18075dbf11f311793399a682e2e,rxjava-core/src/test/java/rx/operators/OperatorObserveOnTest.java,"testBackpressureOnFastProducerSlowConsumerWithUnsubscribe(Scheduler)","testBackpressureOnFastProducerSlowConsumerWithUnsubscribe(Scheduler, int)"
